metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
snapt.balancer.server.max.connect.time.seconds,gauge,,,,Maximum observed time spent waiting for a connection to complete,0,snapt_balancer,
snapt.balancer.server.max.queue,gauge,,,,Maximum observed number of queued requests.,0,snapt_balancer,
snapt.balancer.server.max.queue.time.seconds,gauge,,,,Maximum observed time spent in the queue,0,snapt_balancer,
snapt.balancer.server.max.response.time.seconds,gauge,,,,Maximum observed time spent waiting for a server response,0,snapt_balancer,
snapt.balancer.server.max.session.rate,gauge,,,,Maximum observed number of sessions per second.,0,snapt_balancer,
snapt.balancer.server.max.sessions,gauge,,,,Maximum observed number of active sessions.,0,snapt_balancer,
snapt.balancer.server.max.total.time.seconds,gauge,,,,Maximum observed total request+response time (request+queue+connect+response+processing),0,snapt_balancer,
snapt.balancer.server.need.connections.current,gauge,,,,Estimated needed number of connections (>= 2.3).,0,snapt_balancer,
snapt.balancer.server.queue.limit,gauge,,,,Configured maxqueue for the server (0 meaning no limit).,0,snapt_balancer,
snapt.balancer.server.queue.time.average.seconds,gauge,,,,Avg. queue time for last 1024 successful connections.,0,snapt_balancer,
snapt.balancer.server.redispatch.warnings.total,count,,,,Total number of redispatch warnings.,0,snapt_balancer,
snapt.balancer.server.response.errors.total,count,,,,Total number of response errors.,0,snapt_balancer,
snapt.balancer.server.response.time.average.seconds,gauge,,,,Avg. response time for last 1024 successful connections.,0,snapt_balancer,
snapt.balancer.server.responses.denied.total,count,,,,Total number of denied responses.,0,snapt_balancer,
snapt.balancer.server.safe.idle.connections.current,gauge,,,,Current number of safe idle connections (>= 2.3).,0,snapt_balancer,
snapt.balancer.server.retry.warnings.total,count,,,,Total number of retry warnings.,0,snapt_balancer,
snapt.balancer.server.server.aborts.total,count,,,,Total number of data transfers aborted by the server.,0,snapt_balancer,
snapt.balancer.server.server.idle.connections.current,gauge,,,,Current number of idle connections available for reuse,0,snapt_balancer,
snapt.balancer.server.server.idle.connections.limit,gauge,,,,Limit on the number of available idle connections,0,snapt_balancer,
snapt.balancer.server.sessions.total,count,,,,Total number of sessions.,0,snapt_balancer,
snapt.balancer.server.status,gauge,,,,"Current status of the service. <= 2.3: gauge value determines state (frontend: 0=STOP, 1=UP, 2=FULL - backend: 0=DOWN, 1=UP - server: 0=DOWN, 1=UP, 2=MAINT, 3=DRAIN, 4=NOLB). >= 2.4 per state label value.",0,snapt_balancer,
snapt.balancer.server.total.time.average.seconds,gauge,,,,Avg. total time for last 1024 successful connections.,0,snapt_balancer,
snapt.balancer.server.unsafe.idle.connections.current,gauge,,,,Current number of unsafe idle connections (>= 2.3).,0,snapt_balancer,
snapt.balancer.server.used.connections.current,gauge,,,,Current number of connections in use (>= 2.3).,0,snapt_balancer,
snapt.balancer.server.uweight,gauge,,,,Server's user weight or sum of active servers' user weights for a backend (>= 2.4).,0,snapt_balancer,
snapt.balancer.server.weight,gauge,,,,Service weight.,0,snapt_balancer,
snapt.balancer.sticktable.size,gauge,,,,"Maximum number of elements the table can hold (<= 2.3 through unix socket, >= 2.4 through prometheus).",0,snapt_balancer,
snapt.balancer.sticktable.used,gauge,,,,"Number of elements in the table (<= 2.3 through unix socket, >= 2.4 through prometheus).",0,snapt_balancer,
nginx.net.writing,gauge,,connection,,The number of connections waiting on upstream responses and/or writing responses back to the client.,0,nginx,conns writing
nginx.net.waiting,gauge,,connection,,The number of keep-alive connections waiting for work.,0,nginx,conns waiting
nginx.net.reading,gauge,,connection,,The number of connections reading client requests.,0,nginx,conns reading
nginx.net.connections,gauge,,connection,,The total number of active connections.,0,nginx,conns
nginx.net.request_per_s,rate,,request,second,Rate of requests processed.,0,nginx,req/s
nginx.net.conn_opened_per_s,rate,,connection,second,Rate of connections opened.,0,nginx,conns opened/s
nginx.net.conn_dropped_per_s,rate,,connection,second,Rate of connections dropped.,-1,nginx,conns dropped/s
nginx.cache.bypass.bytes,gauge,,byte,,The total number of bytes read from the proxied server,0,nginx,cache bypass bytes
nginx.cache.bypass.bytes_count,count,,byte,,The total number of bytes read from the proxied server (shown as count),0,nginx,cache bypass bytes
nginx.cache.bypass.bytes_written,gauge,,byte,,The total number of bytes written to the cache,0,nginx,cache bypass bytes_written
nginx.cache.bypass.bytes_written_count,count,,byte,,The total number of bytes written to the cache (shown as count),0,nginx,cache bypass bytes_written
nginx.cache.bypass.responses,gauge,,response,,The total number of responses not taken from the cache,0,nginx,cache bypass responses
nginx.cache.bypass.responses_count,count,,response,,The total number of responses not taken from the cache (shown as count),0,nginx,cache bypass responses
nginx.cache.bypass.responses_written,gauge,,response,,The total number of responses written to the cache,0,nginx,cache bypass responses_written
nginx.cache.bypass.responses_written_count,count,,response,,The total number of responses written to the cache (shown as count),0,nginx,cache bypass responses_written
nginx.cache.cold,gauge,,response,,A boolean value indicating whether the cache loader process is still loading data from disk into the cache,0,nginx,cache cold
nginx.cache.expired.bytes,gauge,,byte,,The total number of bytes read from the proxied server,0,nginx,cache expired bytes
nginx.cache.expired.bytes_count,count,,byte,,The total number of bytes read from the proxied server (shown as count),0,nginx,cache expired bytes
nginx.cache.expired.bytes_written,gauge,,byte,,The total number of bytes written to the cache,0,nginx,cache expired bytes_written
nginx.cache.expired.bytes_written_count,count,,byte,,The total number of bytes written to the cache (shown as count),0,nginx,cache expired bytes_written
nginx.cache.expired.responses,gauge,,response,,The total number of responses not taken from the cache,0,nginx,cache expired responses
nginx.cache.expired.responses_count,count,,response,,The total number of responses not taken from the cache (shown as count),0,nginx,cache expired responses
nginx.cache.expired.responses_written,gauge,,response,,The total number of responses written to the cache,0,nginx,cache expired responses_written
nginx.cache.expired.responses_written_count,count,,response,,The total number of responses written to the cache (shown as count),0,nginx,cache expired responses_written
nginx.cache.hit.bytes,gauge,,byte,,The total number of bytes read from the cache,0,nginx,cache hit bytes
nginx.cache.hit.bytes_count,count,,byte,,The total number of bytes read from the cache (shown as count),0,nginx,cache hit bytes
nginx.cache.hit.responses,gauge,,response,,The total number of responses read from the cache,0,nginx,cache hit responses
nginx.cache.hit.responses_count,count,,response,,The total number of responses read from the cache (shown as count),0,nginx,cache hit responses
nginx.cache.max_size,gauge,,byte,,The limit on the maximum size of the cache specified in the configuration,0,nginx,cache max size
nginx.cache.miss.bytes,gauge,,byte,,The total number of bytes read from the proxied server,0,nginx,cache miss bytes
nginx.cache.miss.bytes_count,count,,byte,,The total number of bytes read from the proxied server (shown as count),0,nginx,cache miss bytes
nginx.cache.miss.bytes_written,gauge,,byte,,The total number of bytes written to the cache,0,nginx,cache miss bytes_written
nginx.cache.miss.bytes_written_count,count,,byte,,The total number of bytes written to the cache (shown as count),0,nginx,cache miss bytes_written
nginx.cache.miss.responses,gauge,,response,,The total number of responses not taken from the cache,0,nginx,cache miss responses
nginx.cache.miss.responses_count,count,,response,,The total number of responses not taken from the cache (shown as count),0,nginx,cache miss responses
nginx.cache.miss.responses_written,gauge,,response,,The total number of responses written to the cache,0,nginx,cache miss responses_written
nginx.cache.miss.responses_written_count,count,,response,,The total number of responses written to the cache,0,nginx,cache miss responses_written
nginx.cache.revalidated.bytes,gauge,,byte,,The total number of bytes read from the cache,0,nginx,cache revalidated bytes
nginx.cache.revalidated.bytes_count,count,,byte,,The total number of bytes read from the cache (shown as count),0,nginx,cache revalidated bytes
nginx.cache.revalidated.response,gauge,,response,,The total number of responses read from the cache,0,nginx,cache revalidated responses
nginx.cache.revalidated.response_count,count,,response,,The total number of responses read from the cache (shown as count),0,nginx,cache revalidated responses
nginx.cache.size,gauge,,response,,The current size of the cache,0,nginx,cache size
nginx.cache.stale.bytes,gauge,,byte,,The total number of bytes read from the cache,0,nginx,cache stale bytes
nginx.cache.stale.bytes_count,count,,byte,,The total number of bytes read from the cache (shown as count),0,nginx,cache stale bytes
nginx.cache.stale.responses,gauge,,response,,The total number of responses read from the cache,0,nginx,cache stale responses
nginx.cache.stale.responses_count,count,,response,,The total number of responses read from the cache (shown as count),0,nginx,cache stale responses
nginx.cache.updating.bytes,gauge,,byte,,The total number of bytes read from the cache,0,nginx,cache updating bytes
nginx.cache.updating.bytes_count,count,,byte,,The total number of bytes read from the cache (shown as count),0,nginx,cache updating bytes
nginx.cache.updating.responses,gauge,,response,,The total number of responses read from the cache,0,nginx,cache updating responses
nginx.cache.updating.responses_count,count,,response,,The total number of responses read from the cache (shown as count),0,nginx,cache updating responses
nginx.connections.accepted,gauge,,connection,,The total number of accepted client connections.,0,nginx,conns accepted
nginx.connections.accepted_count,count,,connection,,The total number of accepted client connections (shown as count).,0,nginx,conns accepted
nginx.connections.active,gauge,,connection,,The current number of active client connections.,0,nginx,conns active
nginx.connections.dropped,gauge,,connection,,The total number of dropped client connections.,0,nginx,conns dropped
nginx.connections.dropped_count,count,,connection,,The total number of dropped client connections (shown as count).,0,nginx,conns dropped
nginx.connections.idle,gauge,,connection,,The current number of idle client connections.,0,nginx,conns idle
nginx.generation,gauge,,refresh,,The total number of configuration reloads,0,nginx,generation
nginx.generation_count,count,,refresh,,The total number of configuration reloads (shown as count),0,nginx,generation
nginx.load_timestamp,gauge,,millisecond,,Time of the last reload of configuration (time since Epoch).,0,nginx,load timestamp
nginx.pid,gauge,,,,The ID of the worker process that handled status request.,0,nginx,pid
nginx.ppid,gauge,,,,The ID of the master process that started the worker process,0,nginx,ppid
nginx.processes.respawned,gauge,,process,,The total number of abnormally terminated and respawned child processes.,0,nginx,proc respawned
nginx.processes.respawned_count,count,,process,,The total number of abnormally terminated and respawned child processes (shown as count).,0,nginx,proc respawned
nginx.requests.current,gauge,,request,,The current number of client requests.,0,nginx,req current
nginx.requests.total,gauge,,request,,The total number of client requests.,0,nginx,req total
nginx.requests.total_count,count,,request,,The total number of client requests (shown as count).,0,nginx,req total
nginx.server_zone.discarded,gauge,,request,,The total number of requests completed without sending a response.,0,nginx,server zone discarded
nginx.server_zone.discarded_count,count,,request,,The total number of requests completed without sending a response (shown as count).,0,nginx,server zone discarded
nginx.server_zone.processing,gauge,,request,,The number of client requests that are currently being processed.,0,nginx,server zone processing
nginx.server_zone.received,gauge,,byte,,The total amount of data received from clients.,0,nginx,server zone rcvd
nginx.server_zone.received_count,count,,byte,,The total amount of data received from clients (shown as count).,0,nginx,server zone rcvd
nginx.server_zone.requests,gauge,,request,,The total number of client requests received from clients.,0,nginx,server zone req
nginx.server_zone.requests_count,count,,request,,The total number of client requests received from clients (shown as count).,0,nginx,server zone req
nginx.server_zone.responses.1xx,gauge,,response,,The number of responses with 1xx status code.,0,nginx,server zone resp 1xx
nginx.server_zone.responses.1xx_count,count,,response,,The number of responses with 1xx status code (shown as count).,0,nginx,server zone resp 1xx
nginx.server_zone.responses.2xx,gauge,,response,,The number of responses with 2xx status code.,0,nginx,server zone resp 2xx
nginx.server_zone.responses.2xx_count,count,,response,,The number of responses with 2xx status code (shown as count).,0,nginx,server zone resp 2xx
nginx.server_zone.responses.3xx,gauge,,response,,The number of responses with 3xx status code.,0,nginx,server zone resp 3xx
nginx.server_zone.responses.3xx_count,count,,response,,The number of responses with 3xx status code (shown as count).,0,nginx,server zone resp 3xx
nginx.server_zone.responses.4xx,gauge,,response,,The number of responses with 4xx status code.,0,nginx,server zone resp 4xx
nginx.server_zone.responses.4xx_count,count,,response,,The number of responses with 4xx status code (shown as count).,0,nginx,server zone resp 4xx
nginx.server_zone.responses.5xx,gauge,,response,,The number of responses with 5xx status code.,0,nginx,server zone resp 5xx
nginx.server_zone.responses.5xx_count,count,,response,,The number of responses with 5xx status code (shown as count).,0,nginx,server zone resp 5xx
nginx.server_zone.responses.total,gauge,,response,,The total number of responses sent to clients.,0,nginx,server zone resp total
nginx.server_zone.responses.total_count,count,,response,,The total number of responses sent to clients (shown as count).,0,nginx,server zone resp total
nginx.server_zone.sent,gauge,,byte,,The total amount of data sent to clients.,0,nginx,server zone sent
nginx.server_zone.sent_count,count,,byte,,The total amount of data sent to clients (shown as count).,0,nginx,server zone sent
nginx.slab.pages.free,gauge,,page,,The current number of free memory pages,0,nginx,slab pages free
nginx.slab.pages.used,gauge,,page,,The current number of used memory pages,0,nginx,slab pages used
nginx.slab.slots.fails,gauge,,request,,The number of unsuccessful attempts to allocate memory of specified size,-1,nginx,slab slots fails
nginx.slab.slots.fails_count,count,,request,,The number of unsuccessful attempts to allocate memory of specified size (shown as count),-1,nginx,slab slots fails
nginx.slab.slots.free,gauge,,,,The current number of free memory slots,-1,nginx,slab slots free
nginx.slab.slots.reqs,gauge,,request,,The total number of attempts to allocate memory of specified size,-1,nginx,slab slots reqs
nginx.slab.slots.reqs_count,count,,request,,The total number of attempts to allocate memory of specified size (shown as count),-1,nginx,slab slots reqs
nginx.slab.slots.used,gauge,,,,The current number of used memory slots,-1,nginx,slab slots used
nginx.ssl.handshakes,gauge,,,,The total number of successful SSL handshakes.,0,nginx,ssl handshakes
nginx.ssl.handshakes_count,count,,,,The total number of successful SSL handshakes (shown as count).,0,nginx,ssl handshakes
nginx.ssl.handshakes_failed,gauge,,,,The total number of failed SSL handshakes.,-1,nginx,ssl handshakes failed
nginx.ssl.handshakes_failed_count,count,,,,The total number of failed SSL handshakes (shown as count).,-1,nginx,ssl handshakes failed
nginx.ssl.session_reuses,gauge,,,,The total number of session reuses during SSL handshake.,0,nginx,ssl session reuses
nginx.ssl.session_reuses_count,count,,,,The total number of session reuses during SSL handshake (shown as count).,0,nginx,ssl session reuses
nginx.stream.server_zone.connections,gauge,,connection,,The total number of connections accepted from clients,0,nginx,stream server zone discarded
nginx.stream.server_zone.connections_count,count,,connection,,The total number of connections accepted from clients (shown as count),0,nginx,stream server zone discarded
nginx.stream.server_zone.discarded,gauge,,request,,The total number of requests completed without sending a response.,0,nginx,stream server zone discarded
nginx.stream.server_zone.discarded_count,count,,request,,The total number of requests completed without sending a response (shown as count).,0,nginx,stream server zone discarded
nginx.stream.server_zone.processing,gauge,,request,,The number of client requests that are currently being processed.,0,nginx,stream server zone processing
nginx.stream.server_zone.received,gauge,,byte,,The total amount of data received from clients.,0,nginx,stream server zone rcvd
nginx.stream.server_zone.received_count,count,,byte,,The total amount of data received from clients (shown as count).,0,nginx,stream server zone rcvd
nginx.stream.server_zone.sent,gauge,,byte,,The total amount of data sent to clients.,0,nginx,stream server zone sent
nginx.stream.server_zone.sent_count,count,,byte,,The total amount of data sent to clients (shown as count).,0,nginx,stream server zone sent
nginx.stream.server_zone.sessions.2xx,gauge,,session,,The number of responses with 2xx status code.,0,nginx,stream server zone sessions 2xx
nginx.stream.server_zone.sessions.2xx_count,count,,session,,The number of responses with 2xx status code (shown as count).,0,nginx,stream server zone sessions 2xx
nginx.stream.server_zone.sessions.4xx,gauge,,session,,The number of responses with 4xx status code.,0,nginx,stream server zone sessions 4xx
nginx.stream.server_zone.sessions.4xx_count,count,,session,,The number of responses with 4xx status code (shown as count).,0,nginx,stream server zone sessions 4xx
nginx.stream.server_zone.sessions.5xx,gauge,,session,,The number of responses with 5xx status code.,0,nginx,stream server zone sessions 5xx
nginx.stream.server_zone.sessions.5xx_count,count,,session,,The number of responses with 5xx status code (shown as count).,0,nginx,stream server zone sessions 5xx
nginx.stream.server_zone.sessions.total,gauge,,session,,The total number of responses sent to clients.,0,nginx,stream server zone sessions total
nginx.stream.server_zone.sessions.total_count,count,,session,,The total number of responses sent to clients (shown as count).,0,nginx,stream server zone sessions total
nginx.stream.upstream.peers.active,gauge,,connection,,The current number of connections,0,nginx,stream upstr peers active
nginx.stream.upstream.peers.backup,gauge,,,,A boolean value indicating whether the server is a backup server.,0,nginx,stream upstr peers backup
nginx.stream.upstream.peers.connections,gauge,,connection,,The total number of client connections forwarded to this server.,0,nginx,stream upstr peers conn
nginx.stream.upstream.peers.connections_count,count,,connection,,The total number of client connections forwarded to this server (shown as count).,0,nginx,stream upstr peers conn
nginx.stream.upstream.peers.downstart,gauge,,millisecond,,The time (time since Epoch) when the server became "unavail" or "checking" or "unhealthy",0,nginx,stream upstr peers downstart
nginx.stream.upstream.peers.downtime,gauge,,millisecond,,Total time the server was in the "unavail" or "checking" or "unhealthy" states.,-1,nginx,stream upstr peers downtime
nginx.stream.upstream.peers.fails,gauge,,error,,The total number of unsuccessful attempts to communicate with the server.,-1,nginx,stream upstr peers fails
nginx.stream.upstream.peers.fails_count,count,,error,,The total number of unsuccessful attempts to communicate with the server (shown as count).,-1,nginx,stream upstr peers fails
nginx.stream.upstream.peers.health_checks.checks,gauge,,request,,The total number of health check requests made.,0,nginx,stream upstr peers health checks
nginx.stream.upstream.peers.health_checks.checks_count,count,,request,,The total number of health check requests made (shown as count).,0,nginx,stream upstr peers health checks
nginx.stream.upstream.peers.health_checks.fails,gauge,,error,,The number of failed health checks.,-1,nginx,stream upstr peers health fails
nginx.stream.upstream.peers.health_checks.fails_count,count,,error,,The number of failed health checks (shown as count).,-1,nginx,stream upstr peers health fails
nginx.stream.upstream.peers.health_checks.last_passed,gauge,,,,Boolean indicating if the last health check request was successful and passed tests.,0,nginx,stream upstr peers health last
nginx.stream.upstream.peers.health_checks.unhealthy,gauge,,,,How many times the server became unhealthy (state "unhealthy").,-1,nginx,stream upstr peers health last
nginx.stream.upstream.peers.health_checks.unhealthy_count,count,,,,How many times the server became unhealthy (state "unhealthy") (shown as count).,-1,nginx,stream upstr peers health last
nginx.stream.upstream.peers.id,gauge,,,,The ID of the server.,0,nginx,stream upstr peers id
nginx.stream.upstream.peers.received,gauge,,byte,,The total number of bytes received from this server.,0,nginx,stream upstr peers rcvd
nginx.stream.upstream.peers.received_count,count,,byte,,The total number of bytes received from this server (shown as count).,0,nginx,stream upstr peers rcvd
nginx.stream.upstream.peers.selected,gauge,,millisecond,,The time (time since Epoch) when the server was last selected to process a connection.,0,nginx,stream upstr peers selected
nginx.stream.upstream.peers.sent,gauge,,byte,,The total number of bytes sent to this server.,0,nginx,stream upstr peers sent
nginx.stream.upstream.peers.sent_count,count,,byte,,The total number of bytes sent to this server (shown as count).,0,nginx,stream upstr peers sent
nginx.stream.upstream.peers.unavail,gauge,,,,How many times the server became unavailable for client connections (state "unavail").,0,nginx,stream upstr peers unavail
nginx.stream.upstream.peers.unavail_count,count,,,,How many times the server became unavailable for client connections (state "unavail") (shown as count).,0,nginx,stream upstr peers unavail
nginx.stream.upstream.peers.weight,gauge,,,,Weight of the server.,0,nginx,stream upstr peers weight
nginx.stream.upstream.zombies,gauge,,host,,The current number of servers removed from the group but still processing active client connections.,0,nginx,stream upstr zombies
nginx.timestamp,gauge,,millisecond,,Current time since Epoch.,0,nginx,timestamp
nginx.upstream.keepalive,gauge,,connection,,The current number of idle keepalive connections.,0,nginx,upstr keepalive
nginx.upstream.peers.active,gauge,,connection,,The current number of active connections.,0,nginx,upstr peers active
nginx.upstream.peers.backup,gauge,,,,A boolean value indicating whether the server is a backup server.,0,nginx,upstr peers backup
nginx.upstream.peers.downstart,gauge,,millisecond,,The time (since Epoch) when the server became "unavail" or "unhealthy".,0,nginx,upstr peers downstart
nginx.upstream.peers.downtime,gauge,,millisecond,,Total time the server was in the "unavail" and "unhealthy" states.,0,nginx,upstr peers downtime
nginx.upstream.peers.fails,gauge,,,,The total number of unsuccessful attempts to communicate with the server.,-1,nginx,upstr peers fails
nginx.upstream.peers.fails_count,count,,,,The total number of unsuccessful attempts to communicate with the server (shown as count).,-1,nginx,upstr peers fails
nginx.upstream.peers.health_checks.checks,gauge,,,,The total number of health check requests made.,0,nginx,upstr peers health chk
nginx.upstream.peers.health_checks.checks_count,count,,,,The total number of health check requests made (shown as count).,0,nginx,upstr peers health chk
nginx.upstream.peers.health_checks.fails,gauge,,,,The number of failed health checks.,-1,nginx,upstr peers health chk fail
nginx.upstream.peers.health_checks.fails_count,count,,,,The number of failed health checks (shown as count).,-1,nginx,upstr peers health chk fail
nginx.upstream.peers.health_checks.last_passed,gauge,,,,Boolean indicating if the last health check request was successful and passed tests.,0,nginx,upstr peers health chk last passed
nginx.upstream.peers.health_checks.unhealthy,gauge,,,,How many times the server became unhealthy (state "unhealthy").,-1,nginx,upstr peers health chk unhealthy
nginx.upstream.peers.health_checks.unhealthy_count,count,,,,How many times the server became unhealthy (state "unhealthy") (shown as count).,-1,nginx,upstr peers health chk unhealthy
nginx.upstream.peers.id,gauge,,,,The ID of the server.,0,nginx,upstr peers id
nginx.upstream.peers.received,gauge,,byte,,The total amount of data received from this server.,0,nginx,upstr peers rec
nginx.upstream.peers.received_count,count,,byte,,The total amount of data received from this server (shown as count).,0,nginx,upstr peers rec
nginx.upstream.peers.requests,gauge,,request,,The total number of client requests forwarded to this server.,0,nginx,upstr peers req
nginx.upstream.peers.requests_count,count,,request,,The total number of client requests forwarded to this server (shown as count).,0,nginx,upstr peers req
nginx.upstream.peers.responses.1xx,gauge,,response,,The number of responses with 1xx status code.,0,nginx,upstr peers resp 1xx
nginx.upstream.peers.responses.1xx_count,count,,response,,The number of responses with 1xx status code (shown as count).,0,nginx,upstr peers resp 1xx count
nginx.upstream.peers.responses.2xx,gauge,,response,,The number of responses with 2xx status code.,0,nginx,upstr peers resp 2xx
nginx.upstream.peers.responses.2xx_count,count,,response,,The number of responses with 2xx status code (shown as count).,0,nginx,upstr peers resp 2xx count
nginx.upstream.peers.responses.3xx,gauge,,response,,The number of responses with 3xx status code.,0,nginx,upstr peers resp 3xx
nginx.upstream.peers.responses.3xx_count,count,,response,,The number of responses with 3xx status code (shown as count).,0,nginx,upstr peers resp 3xx count
nginx.upstream.peers.responses.4xx,gauge,,response,,The number of responses with 4xx status code.,0,nginx,upstr peers resp 4xx
nginx.upstream.peers.responses.4xx_count,count,,response,,The number of responses with 4xx status code (shown as count).,0,nginx,upstr peers resp 4xx count
nginx.upstream.peers.responses.5xx,gauge,,response,,The number of responses with 5xx status code.,0,nginx,upstr peers resp 5xx
nginx.upstream.peers.responses.5xx_count,count,,response,,The number of responses with 5xx status code (shown as count).,0,nginx,upstr peers resp 5xx count
nginx.upstream.peers.responses.total,gauge,,response,,The total number of responses obtained from this server.,0,nginx,upstr peers resp
nginx.upstream.peers.responses.total_count,count,,response,,The total number of responses obtained from this server (shown as count).,0,nginx,upstr peers resp
nginx.upstream.peers.selected,gauge,,millisecond,,The time (since Epoch) when the server was last selected to process a request (1.7.5).,0,nginx,upstr peers sel
nginx.upstream.peers.sent,gauge,,byte,,The total amount of data sent to this server.,0,nginx,upstr peers sent
nginx.upstream.peers.sent_count,count,,byte,,The total amount of data sent to this server (shown as count).,0,nginx,upstr peers sent
nginx.upstream.peers.unavail,gauge,,,,How many times the server became unavailable for client requests (state "unavail") due to the number of unsuccessful attempts reaching the max_fails threshold.,0,nginx,upstr peers unavail
nginx.upstream.peers.unavail_count,count,,,,How many times the server became unavailable for client requests (state "unavail") due to the number of unsuccessful attempts reaching the max_fails threshold (shown as count).,0,nginx,upstr peers unavail
nginx.upstream.peers.weight,gauge,,,,Weight of the server.,0,nginx,upstr peers weight
nginx.stream.zone_sync.status.nodes_online,gauge,,,,The number of peers this node is connected to.,0,nginx,Count of nodes online.
nginx.stream.zone_sync.status.msgs_in,gauge,,message,,The number of messages received by this node.,0,nginx,Total count of messages received.
nginx.stream.zone_sync.status.msgs_out,gauge,,message,,The number of messages sent by this node.,0,nginx,Total count of messages sent.
nginx.stream.zone_sync.status.bytes_in,gauge,,byte,,The number of bytes received by this node.,0,nginx,Total count of bytes received.
nginx.stream.zone_sync.status.bytes_out,gauge,,byte,,The number of bytes sent by this node.,0,nginx,Total coun tof bytes sent.
nginx.stream.zone_sync.zone.records_total,gauge,,,,The total number of records stored in the shared memory zone.,0,nginx,Count of records in memory zone.
nginx.stream.zone_sync.zone.records_pending,gauge,,,,The number of records that need to be sent to the cluster.,0,nginx, Count of records pending.
nginx.version,gauge,,,,Version of nginx.,0,nginx,version
